BV,seq_len,ti_train,tf_train,ti_test,tf_test,NSE_train,MAE_train,NSE_val,MAE_val,NSE_test,MAE_test,training_finished,epoch,loss_fonction,training_time,nom
M3014010,7,1997-01-07,2005-01-04,2008-03-17,2012-12-31,0.8447982,0.39017764,0.6507858,0.47226816,0.6293613,0.44412345,True,193,NSE,54.09715938568115,Loic
M3014010,15,1997-01-15,2005-01-08,2008-03-19,2012-12-31,0.89562356,0.26328593,0.66526127,0.41592038,0.718758,0.36508256,True,136,MAE,55.96848917007446,Loic
M3014010,15,1997-01-15,2005-01-08,2008-03-19,2012-12-31,0.89750576,0.29455006,0.6964538,0.40041482,0.7252676,0.35910466,True,129,NSE,53.91611647605896,Loic
M3014010,30,1997-01-30,2005-01-15,2008-03-24,2012-12-31,0.9492903,0.17992006,0.76929724,0.33796683,0.7737851,0.28976375,True,187,MAE,122.32943606376648,Loic
M3014010,30,1997-01-30,2005-01-15,2008-03-24,2012-12-31,0.95518667,0.19604273,0.7710959,0.34037617,0.80230606,0.2984755,True,185,NSE,114.4243893623352,Loic
O0794010,7,1997-01-07,2004-10-01,2007-12-10,2012-12-31,0.7308186,0.31208077,0.3535263,0.4089376,0.56745553,0.35892653,True,145,MAE,24.91992235183716,Loic
O0794010,7,1997-01-07,2004-10-01,2007-12-10,2012-12-31,,,,,,,True,98,NSE,16.4062397480011,Loic
O0794010,15,1997-01-15,2004-10-05,2007-12-13,2012-12-31,0.7821411,0.21560208,0.5382383,0.3542098,0.65982854,0.30590394,True,138,MAE,37.07482600212097,Loic
O0794010,15,1997-01-15,2004-10-05,2007-12-13,2012-12-31,0.89707476,0.22485979,0.47047567,0.374253,0.6495351,0.3283517,True,166,NSE,45.170525789260864,Loic
O0794010,30,1997-01-30,2004-10-12,2007-12-17,2012-12-31,0.8810097,0.15250047,0.71679693,0.26733923,0.7580741,0.23556536,True,191,MAE,110.82722902297974,Loic
O0794010,30,1997-01-30,2004-10-12,2007-12-17,2012-12-31,0.9461214,0.15738891,0.5515237,0.3307853,0.7273179,0.25024313,True,186,NSE,111.18975496292114,Loic
O7944020,7,1997-01-07,2004-12-29,2008-03-20,2012-12-31,0.6243911,0.4823176,-0.18916929,0.4747005,0.07917774,0.49215174,True,118,MAE,21.56839084625244,Loic
O7944020,7,1997-01-07,2004-12-29,2008-03-20,2012-12-31,0.69103897,0.52854353,-0.25536656,0.47268572,0.021636963,0.49695185,True,110,NSE,21.01439905166626,Loic
O7944020,15,1997-01-15,2005-01-02,2008-03-22,2012-12-31,0.74087554,0.32286897,0.19303,0.39213076,0.14923668,0.46500066,True,119,MAE,44.78048896789551,Loic
O7944020,15,1997-01-15,2005-01-02,2008-03-22,2012-12-31,0.7718076,0.3970636,0.19527733,0.38279098,-0.039280534,0.48847508,True,116,NSE,46.57662320137024,Loic
O7944020,30,1997-01-30,2005-01-09,2008-03-27,2012-12-31,0.7428256,0.24777693,0.5024551,0.28245294,0.5418766,0.3164431,True,135,MAE,84.29890537261963,Loic
O7944020,30,1997-01-30,2005-01-09,2008-03-27,2012-12-31,0.8087634,0.29758272,0.26149434,0.32148612,0.4076807,0.38350445,True,113,NSE,72.14071083068848,Loic
P3322510,7,1997-01-07,2004-12-25,2008-03-04,2012-12-31,0.7779698,1.0457743,0.7121655,1.1443713,0.67816234,1.2569419,True,146,MAE,35.33007574081421,Loic
P3322510,7,1997-01-07,2004-12-25,2008-03-04,2012-12-31,0.8366158,0.9906834,0.73936915,1.1816717,0.6490223,1.351772,True,255,NSE,47.340744495391846,Loic
P3322510,15,1997-01-15,2004-12-29,2008-03-07,2012-12-31,0.8439205,0.8291112,0.831126,0.8123334,0.8354714,0.8781679,True,166,MAE,49.91290736198425,Loic
P3322510,15,1997-01-15,2004-12-29,2008-03-07,2012-12-31,0.9130736,0.6906515,0.73480654,1.0770154,0.7930176,1.0650356,True,156,NSE,46.039649963378906,Loic
P3322510,30,1997-01-30,2005-01-05,2008-03-11,2012-12-31,0.93161833,0.44246385,0.8128553,0.9068847,0.7877812,0.9736413,True,148,MAE,77.96960878372192,Loic
P3322510,30,1997-01-30,2005-01-05,2008-03-11,2012-12-31,0.9646788,0.40718856,0.85570204,0.7918247,0.8545829,0.8010655,True,221,NSE,119.08891582489014,Loic
Q0522520,7,1997-01-07,2005-01-03,2008-03-16,2012-12-31,0.8374927,0.40844956,0.54812634,0.54621553,0.6707598,0.56890666,True,265,MAE,50.20182037353516,Loic
Q0522520,7,1997-01-07,2005-01-03,2008-03-16,2012-12-31,0.84448594,0.45433253,0.52606267,0.5690555,0.64709127,0.59183276,True,192,NSE,37.58875560760498,Loic
Q0522520,15,1997-01-15,2005-01-07,2008-03-18,2012-12-31,0.8914978,0.25468028,0.61817545,0.48293102,0.7064819,0.4990003,True,256,MAE,77.49003195762634,Loic
Q0522520,15,1997-01-15,2005-01-07,2008-03-18,2012-12-31,0.92253,0.323018,0.6930489,0.46336475,0.7432995,0.48317736,True,231,NSE,69.56701111793518,Loic
Q0522520,30,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.94221836,0.14489667,0.7520709,0.38697702,0.7442448,0.44677246,True,335,MAE,190.59442329406733,Loic
Q0522520,30,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.9502317,0.24303384,0.7115587,0.41489112,0.7512913,0.4361812,True,267,NSE,163.6664173603058,Loic
S4214010,7,1997-01-07,2005-01-11,2008-03-22,2012-12-31,0.35119277,0.2675296,-0.5904759,0.16617036,0.19075996,0.23370057,True,127,MAE,33.71916198730469,Loic
S4214010,7,1997-01-07,2005-01-11,2008-03-22,2012-12-31,0.47003448,0.2804289,-3.6498485,0.29196873,-0.015370607,0.26567975,True,120,NSE,31.60876965522766,Loic
S4214010,15,1997-01-15,2005-01-15,2008-03-25,2012-12-31,0.5735102,0.21809904,-1.907902,0.18557964,0.1108613,0.23106442,True,100,MAE,31.30290269851685,Loic
S4214010,15,1997-01-15,2005-01-15,2008-03-25,2012-12-31,0.66345936,0.21745342,-2.071747,0.23344332,-0.1020602,0.25946966,True,100,NSE,29.259758472442627,Loic
S4214010,30,1997-01-30,2005-01-23,2008-03-29,2012-12-31,0.78521955,0.15747726,-2.81275,0.21635476,-0.13928783,0.2460046,True,101,MAE,58.75233292579651,Loic
S4214010,30,1997-01-30,2005-01-23,2008-03-29,2012-12-31,0.8535254,0.14711452,-1.3222771,0.18917833,-0.2927636,0.2550436,True,100,NSE,60.70664644241333,Loic
U0704010,7,1997-01-10,2005-01-06,2008-03-18,2012-12-31,0.7947156,0.27757806,0.5588795,0.37538087,0.6304985,0.38301808,True,233,MAE,47.51474976539612,Loic
U0704010,7,1997-01-10,2005-01-06,2008-03-18,2012-12-31,0.82832515,0.30646756,0.6082889,0.37302193,0.68648636,0.36621508,True,165,NSE,30.715765476226807,Loic
U0704010,15,1997-01-15,2005-01-08,2008-03-19,2012-12-31,0.9087082,0.1769244,0.61393124,0.3512605,0.6593954,0.3615162,True,210,MAE,64.7105712890625,Loic
U0704010,15,1997-01-15,2005-01-08,2008-03-19,2012-12-31,0.9401724,0.19585837,0.6520854,0.3233866,0.7200599,0.32386118,True,210,NSE,58.35719442367554,Loic
U0704010,30,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.9207397,0.13751772,0.69101095,0.30691865,0.775243,0.289627,True,219,MAE,104.84800338745116,Loic
U0704010,30,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.95045424,0.16837157,0.70689356,0.30268008,0.74641013,0.28174287,True,215,NSE,106.89470720291138,Loic
U3404030,7,1997-01-07,2005-01-08,2008-03-19,2012-12-31,0.8936169,0.43808845,0.6740397,0.68749154,0.68902576,0.57689875,True,246,MAE,42.23786807060242,Loic
U3404030,7,1997-01-07,2005-01-08,2008-03-19,2012-12-31,0.89341855,0.48421198,0.6862434,0.6779625,0.69932824,0.5798848,True,183,NSE,31.216681241989136,Loic
U3404030,15,1997-01-15,2005-01-12,2008-03-21,2012-12-31,0.9151934,0.36016098,0.78057444,0.55332637,0.7487985,0.4939674,True,162,MAE,48.6913743019104,Loic
U3404030,15,1997-01-15,2005-01-12,2008-03-21,2012-12-31,0.9540144,0.33021033,0.7978165,0.5695195,0.7295945,0.5272457,True,287,NSE,88.27733659744263,Loic
U3404030,30,1997-01-30,2005-01-19,2008-03-26,2012-12-31,0.9577224,0.22486837,0.770752,0.5593944,0.77895606,0.4578521,True,230,MAE,119.16233372688292,Loic
U3404030,30,1997-01-30,2005-01-19,2008-03-26,2012-12-31,0.9631838,0.27513045,0.8085742,0.49885863,0.7653924,0.47813067,True,233,NSE,140.0620255470276,Loic
V5064010,7,1997-01-07,2004-12-23,2008-03-22,2012-12-31,0.8227529,0.888005,0.47425544,0.85004956,0.76687956,1.1062671,True,139,MAE,36.25087237358093,Loic
V5064010,7,1997-01-07,2004-12-23,2008-03-22,2012-12-31,0.8388375,0.936117,0.44235688,0.94569856,0.7927329,1.1021956,True,130,NSE,34.674073696136475,Loic
V5064010,15,1997-01-15,2004-12-27,2008-03-24,2012-12-31,0.86276996,0.64030117,0.6190112,0.7168406,0.8298621,0.8870038,True,154,MAE,59.10616731643677,Loic
V5064010,15,1997-01-15,2004-12-27,2008-03-24,2012-12-31,0.9055066,0.6970409,0.6386534,0.75323004,0.8533741,0.9426669,True,174,NSE,66.69898462295532,Loic
V5064010,30,1997-01-30,2005-01-03,2008-03-29,2012-12-31,0.9025474,0.4247339,0.75210845,0.56143,0.87185097,0.7465347,True,222,MAE,113.66935443878174,Loic
V5064010,30,1997-01-30,2005-01-03,2008-03-29,2012-12-31,0.9400822,0.48602426,0.7101066,0.5614122,0.8864194,0.7598213,True,252,NSE,122.6497311592102,Loic
Y5312010,7,1997-01-07,2004-12-05,2008-03-31,2012-12-31,0.6167709,0.2479287,-0.5761291,0.24843211,0.4025669,0.4336985,True,119,MAE,20.179768085479736,Loic
Y5312010,7,1997-01-07,2004-12-05,2008-03-31,2012-12-31,0.6493514,0.27826717,-0.8663657,0.33348182,0.46306098,0.42557988,True,118,NSE,20.505103588104248,Loic
Y5312010,15,1997-01-15,2004-12-09,2008-04-03,2012-12-31,0.75235987,0.18144949,-0.5590482,0.2556758,0.4251793,0.41911024,True,128,MAE,40.585362911224365,Loic
Y5312010,15,1997-01-15,2004-12-09,2008-04-03,2012-12-31,0.75523925,0.23346,-0.8638097,0.33988753,0.49013883,0.40078592,True,124,NSE,48.01375102996826,Loic
Y5312010,30,1997-01-30,2004-12-16,2008-04-07,2012-12-31,0.8214549,0.12485019,-0.24947119,0.24700843,0.4572729,0.392231,True,113,MAE,70.70878601074219,Loic
Y5312010,30,1997-01-30,2004-12-16,2008-04-07,2012-12-31,0.84375143,0.16362427,-0.118217945,0.2647082,0.54025567,0.36026332,True,128,NSE,79.3765504360199,Loic
A1072010,90,1997-03-31,2005-03-08,2008-04-24,2012-12-31,0.9558075,0.07666377,0.605797,0.30066052,0.6900835,0.2953874,True,312,MAE,467.1188280582428,Loic
A1072010,90,1997-03-31,2005-03-08,2008-04-24,2012-12-31,0.9447506,0.1487042,0.5792783,0.30294064,0.76587784,0.258953,True,248,NSE,357.9285523891449,Loic
A3301010,90,1997-03-31,2005-02-13,2008-04-10,2012-12-31,0.9339452,0.08449148,0.7305968,0.11535859,0.7503719,0.13174634,True,194,MAE,283.68477272987366,Loic
A3301010,90,1997-03-31,2005-02-13,2008-04-10,2012-12-31,0.9731839,0.0685351,0.77831626,0.10950617,0.76721543,0.13322346,True,434,NSE,658.1593451499939,Loic
A7010610,90,1997-03-31,2005-02-13,2008-04-10,2012-12-31,0.96894985,0.15980735,0.88429415,0.26301408,0.88245845,0.24606507,True,181,MAE,313.2448682785034,Loic
A7010610,90,1997-03-31,2005-02-13,2008-04-10,2012-12-31,0.97484136,0.16254078,0.8647027,0.27477357,0.9065428,0.22387059,True,206,NSE,355.2688751220703,Loic
A9612010,90,1997-03-31,2004-10-05,2008-06-28,2012-12-31,0.875162,0.124806315,-2.0317285,0.2786447,-0.50844276,0.25752172,True,192,MAE,313.1065936088562,Loic
A9612010,90,1997-03-31,2004-10-05,2008-06-28,2012-12-31,0.8025701,0.17869121,-1.0850639,0.22551909,-0.7944133,0.28056452,True,100,NSE,160.99698162078855,Loic
B2130010,90,1997-03-31,2005-02-14,2008-04-10,2012-12-31,0.9224631,0.14782557,0.8004365,0.27907437,0.84407264,0.2240613,True,140,MAE,222.8876121044159,Loic
B2130010,90,1997-03-31,2005-02-14,2008-04-10,2012-12-31,0.9648612,0.13888577,0.8236855,0.2643245,0.8657299,0.19669652,True,192,NSE,279.15508103370667,Loic
D0137020,90,1997-03-31,2005-03-30,2008-05-03,2012-12-31,0.9504661,0.22791797,0.72460544,0.4506533,0.83282864,0.344195,True,204,MAE,331.35696625709534,Loic
D0137020,90,1997-03-31,2005-03-30,2008-05-03,2012-12-31,0.81906825,0.40290356,0.58000875,0.53547186,0.6952822,0.46470225,True,290,NSE,407.94789004325867,Loic
E6456510,90,1997-03-31,2004-12-02,2008-05-28,2012-12-31,-0.19390714,0.24164599,-1.7403121,0.122157894,-1.0333233,0.11514881,True,100,MAE,136.93208169937134,Loic
E6456510,90,1997-03-31,2004-12-02,2008-05-28,2012-12-31,0.59765434,0.14633806,-4.9673767,0.17234117,-1.636338,0.12753129,True,99,NSE,134.85546398162842,Loic
H2322010,90,1997-03-31,2005-02-15,2008-04-11,2012-12-31,0.90958023,0.10528541,0.7236092,0.22011879,0.8231827,0.16650079,True,146,MAE,222.6469166278839,Loic
H2322010,90,1997-03-31,2005-02-15,2008-04-11,2012-12-31,0.9312905,0.1447156,0.6884101,0.24101369,0.84176445,0.15591551,True,140,NSE,216.96318411827087,Loic
H5083050,90,1997-03-31,2005-03-29,2008-05-06,2012-12-31,0.96725917,0.13462314,0.91133887,0.17195861,0.86998796,0.1935805,True,197,MAE,271.5997760295868,Loic
H5083050,90,1997-03-31,2005-03-29,2008-05-06,2012-12-31,0.96933347,0.14645492,0.82150245,0.24238235,0.7672802,0.24808444,True,192,NSE,249.42965245246887,Loic
H6233020,90,1997-03-31,2005-02-13,2008-04-10,2012-12-31,0.90743005,0.2438227,0.78963256,0.29687127,0.79502743,0.26073712,True,154,MAE,195.5065968036652,Loic
H6233020,90,1997-03-31,2005-02-13,2008-04-10,2012-12-31,0.95153356,0.21682712,0.8589915,0.2680265,0.7861564,0.26268482,True,175,NSE,224.2851047515869,Loic
H7813010,90,1997-03-31,2004-06-06,2007-04-25,2011-08-16,0.8597233,0.052162427,-13.894217,0.18250032,-8.675949,0.15254013,True,99,MAE,118.70203924179076,Loic
H7813010,90,1997-03-31,2004-06-06,2007-04-25,2011-08-16,0.89347214,0.049590755,-16.742638,0.21572831,-10.629034,0.1793063,True,116,NSE,137.2885091304779,Loic
I0113010,90,1997-03-31,2005-02-21,2008-04-11,2012-12-31,0.8963795,0.08256313,0.5305301,0.17236142,-0.17239296,0.18031359,True,172,MAE,223.3446729183197,Loic
I0113010,90,1997-03-31,2005-02-21,2008-04-11,2012-12-31,0.86848164,0.14411585,0.5872074,0.15444236,0.080488265,0.1575769,True,220,NSE,283.51441717147827,Loic
I7222020,90,1997-03-31,2004-10-20,2008-07-30,2012-12-31,0.98134226,0.16799408,0.8843598,0.29243383,0.92386943,0.28307483,True,154,MAE,183.06132197380063,Loic
I7222020,90,1997-03-31,2004-10-20,2008-07-30,2012-12-31,0.98164046,0.18823549,0.86233205,0.3127715,0.92536616,0.29734954,True,166,NSE,198.4226849079132,Loic
J5704810,90,1997-03-31,2005-03-12,2008-04-26,2012-12-31,0.9707624,0.154611,0.9078647,0.3076935,0.87937146,0.29076287,True,186,MAE,239.22662568092343,Loic
J5704810,90,1997-03-31,2005-03-12,2008-04-26,2012-12-31,0.97745675,0.17567551,0.8928372,0.2910147,0.8436629,0.32454798,True,269,NSE,347.0514507293701,Loic
K1284810,90,1997-03-31,2005-02-14,2008-04-10,2012-12-31,0.96354955,0.20448318,0.9040057,0.3507535,0.9011333,0.33288178,True,283,MAE,365.35465693473816,Loic
K1284810,90,1997-03-31,2005-02-14,2008-04-10,2012-12-31,0.9728838,0.2394942,0.89607686,0.35534853,0.9254719,0.29991215,True,230,NSE,297.3478088378906,Loic
K1764020,90,1997-03-31,2005-02-14,2008-04-11,2012-12-31,0.9094698,0.23309557,0.77402097,0.3120821,0.8120544,0.28767464,True,161,MAE,226.0313801765442,Loic
K1764020,90,1997-03-31,2005-02-14,2008-04-11,2012-12-31,0.95743406,0.18478598,0.8634112,0.25351372,0.8649713,0.25235713,True,218,NSE,310.1204311847687,Loic
K4013010,90,1997-03-31,2005-02-08,2008-04-28,2012-12-31,0.91402125,0.096383,0.8362221,0.13507198,0.8495953,0.10974625,True,165,MAE,219.26305770874023,Loic
K4013010,90,1997-03-31,2005-02-08,2008-04-28,2012-12-31,0.95478916,0.105815284,0.7906354,0.14555563,0.6754346,0.13230088,True,336,NSE,445.130633354187,Loic
L0914020,90,1997-03-31,2005-03-17,2008-04-22,2012-12-31,0.96545416,0.11524966,0.80306315,0.2895633,0.7565571,0.25464627,True,284,MAE,380.2503912448883,Loic
L0914020,90,1997-03-31,2005-03-17,2008-04-22,2012-12-31,0.944775,0.175538,0.82651174,0.26420614,0.72852266,0.27496544,True,459,NSE,622.1568841934204,Loic
M0424810,90,1997-03-31,2005-02-14,2008-04-10,2012-12-31,0.9156856,0.055500004,-1.0391226,0.15632321,-0.5300871,0.14201193,True,129,MAE,178.82515811920166,Loic
M0424810,90,1997-03-31,2005-02-14,2008-04-10,2012-12-31,0.9155115,0.063207135,-0.886695,0.16312583,-0.8870034,0.16710924,True,138,NSE,190.5994231700897,Loic
M3014010,90,1997-03-31,2005-02-14,2008-04-11,2012-12-31,0.9510035,0.13709979,0.8187629,0.25569302,0.8357816,0.2292868,True,166,MAE,306.7077112197876,Loic
M3014010,90,1997-03-31,2005-02-14,2008-04-11,2012-12-31,0.95155,0.17438276,0.8536827,0.24173406,0.8571907,0.21596718,True,270,NSE,412.94878005981445,Loic
O0794010,90,1997-03-31,2004-11-11,2008-01-14,2012-12-31,0.89137214,0.10448845,0.79903495,0.18111391,0.76150405,0.20649597,True,184,MAE,240.76129937171936,Loic
O0794010,90,1997-03-31,2004-11-11,2008-01-14,2012-12-31,0.9490117,0.13533789,0.75525856,0.23182918,0.77357894,0.22398438,True,208,NSE,268.1985983848572,Loic
O7944020,90,1997-03-31,2005-02-08,2008-04-14,2012-12-31,0.7438498,0.20166649,0.6687386,0.24536707,0.6829876,0.23234399,True,140,MAE,187.1667556762696,Loic
O7944020,90,1997-03-31,2005-02-08,2008-04-14,2012-12-31,0.7792332,0.29715186,0.5665665,0.24654365,0.4987892,0.28330702,True,125,NSE,165.6693239212036,Loic
P3322510,90,1997-03-31,2005-02-04,2008-03-29,2012-12-31,0.9566097,0.308681,0.8574202,0.820299,0.83124435,0.8131348,True,183,MAE,242.45395874977112,Loic
P3322510,90,1997-03-31,2005-02-04,2008-03-29,2012-12-31,0.9635735,0.37395942,0.87114984,0.7664203,0.8502021,0.79311633,True,142,NSE,188.73896098136905,Loic
Q0522520,90,1997-03-31,2005-02-13,2008-04-10,2012-12-31,0.9194469,0.16648932,0.79952663,0.32661456,0.8140684,0.35829926,True,311,MAE,409.17829155921936,Loic
Q0522520,90,1997-03-31,2005-02-13,2008-04-10,2012-12-31,0.92761654,0.2445168,0.8188924,0.30849558,0.8020699,0.37219924,True,281,NSE,464.9702157974243,Loic
S4214010,90,1997-03-31,2005-02-22,2008-04-16,2012-12-31,0.8993256,0.110951975,-0.37875116,0.15099029,0.44640827,0.18344902,True,117,MAE,193.3811116218567,Loic
S4214010,90,1997-03-31,2005-02-22,2008-04-16,2012-12-31,0.95662403,0.08389807,-0.91639435,0.17715026,0.20392847,0.20302315,True,220,NSE,361.5126547813416,Loic
U0704010,90,1997-03-31,2005-02-15,2008-04-11,2012-12-31,0.9197493,0.12531294,0.8122617,0.23700777,0.81770027,0.24159963,True,198,MAE,323.32897877693176,Loic
U0704010,90,1997-03-31,2005-02-15,2008-04-11,2012-12-31,0.93057203,0.16387706,0.76800257,0.278903,0.756123,0.2748613,True,189,NSE,309.66233706474304,Loic
U3404030,90,1997-03-31,2005-02-18,2008-04-13,2012-12-31,0.9647206,0.20908427,0.8340831,0.45479277,0.80552334,0.38124818,True,348,MAE,553.9901242256165,Loic
U3404030,90,1997-03-31,2005-02-18,2008-04-13,2012-12-31,0.9800081,0.2079323,0.8332094,0.4884869,0.77929354,0.42718536,True,425,NSE,553.4778881072998,Loic
V5064010,90,1997-03-31,2005-02-02,2008-04-16,2012-12-31,0.90912664,0.35765368,0.833681,0.4146984,0.89730597,0.5561361,True,255,MAE,335.0855350494385,Loic
V5064010,90,1997-03-31,2005-02-02,2008-04-16,2012-12-31,0.9720372,0.36876044,0.7884356,0.50406235,0.9167512,0.6120284,True,413,NSE,535.738774061203,Loic
Y5312010,90,1997-03-31,2005-01-15,2008-04-25,2012-12-31,0.9181011,0.069146186,0.37243128,0.15950775,0.49190807,0.36510053,True,180,MAE,270.4743182659149,Loic
Y5312010,90,1997-03-31,2005-01-15,2008-04-25,2012-12-31,0.92508,0.10566993,0.26356453,0.18543418,0.57367384,0.32474622,True,245,NSE,316.8292803764343,Loic
